Year,AverageTemperature,MinimumTemperature,MaximumTemperature,Country
2005,24.834,20.619,27.377,Mozambique
2005,21.474,16.252,24.881,Namibia
2005,15.616,6.537,22.715,Nepal
2005,10.438,2.12,17.721,Netherlands
2005,23.361,19.73,26.788,New Caledonia
2005,11.375,6.266,16.75,New Zealand
2005,26.839,25.084,28.858,Nicaragua
2005,28.636,18.899,33.755,Niger
2005,27.725,24.684,31.272,Nigeria
2005,7.309,-9.67,22.166,North Korea
2005,27.466,26.544,28.214,Northern Mariana Islands
2005,1.807,-6.214,12.429,Norway
2005,28.074,19.846,34.646,Oman
2005,21.272,8.868,30.728,Pakistan
2005,27.719,27.265,28.088,Palau
2005,27.085,25.989,28.081,Panama
2005,25.034,24.192,25.713,Papua New Guinea
2005,23.82,18.438,27.614,Paraguay
2005,20.451,19.092,21.549,Peru
2005,27.144,25.531,28.614,Philippines
2005,8.419,-3.176,19.873,Poland
2005,15.537,7.619,23.841,Portugal
2005,26.43,23.157,28.496,Puerto Rico
2005,28.013,17.022,36.474,Qatar
2005,9.123,-3.73,20.366,Romania
2005,-3.498,-23.306,16.244,Russia
2005,20.433,19.986,21.404,Rwanda
2005,26.995,24.383,28.712,Saint Kitts And Nevis
2005,27.859,26.149,29.275,Saint Lucia
2005,27.732,25.007,29.636,Saint Martin
2005,27.982,26.348,29.394,Saint Vincent And The Grenadines
2005,27.124,26.015,27.699,Samoa
2005,13.949,4.366,23.294,San Marino
2005,26.41,24.493,28.076,Sao Tome And Principe
2005,26.496,15.239,35.289,Saudi Arabia
2005,28.955,24.813,32.471,Senegal
2005,9.923,-2.837,21.036,Serbia
2005,27.468,26.442,28.852,Seychelles
2005,27.029,25.29,29.281,Sierra Leone
2005,27.494,26.375,28.251,Singapore
2005,27.732,25.007,29.636,Sint Maarten
2005,7.937,-3.939,18.797,Slovakia
2005,9.795,-1.458,20.424,Slovenia
2005,27.383,26.622,28.142,Solomon Islands
2005,27.832,25.756,29.495,Somalia
2005,18.218,12.25,23.463,South Africa
2005,12.357,-2.161,25.31,South Korea
2005,14.304,5.012,24.111,Spain
2005,27.724,25.863,29.114,Sri Lanka
2005,28.033,21.594,30.733,Sudan
2005,27.484,26.688,28.576,Suriname
2005,19.976,14.981,23.692,Swaziland
2005,4,-6.008,16.474,Sweden
2005,7.574,-3.052,17.222,Switzerland
2005,18.742,7.098,30.63,Syria
2005,5.185,-8.672,18.099,Tajikistan
2005,23.723,21.204,25.04,Tanzania
2005,26.833,23.095,29.194,Thailand
2005,26.86,25.415,28.125,Timor Leste
2005,27.767,25.437,30.553,Togo
2005,23.792,20.452,26.737,Tonga
2005,27.203,25.863,28.172,Trinidad And Tobago
2005,20.846,9.571,32.022,Tunisia
2005,12.433,2.042,24.579,Turkey
2005,16.579,0.967,31.599,Turkmenistan
2005,27.497,24.157,30.16,Turks And Caicas Islands
2005,24.03,22.489,26.496,Uganda
2005,8.917,-4.691,20.951,Ukraine
2005,28.993,18.857,36.776,United Arab Emirates
2005,9.847,4.141,15.633,United Kingdom
2005,9.893,-1.884,22.478,United States
2005,18.194,12.559,25.497,Uruguay
2005,14.044,-3.472,29.522,Uzbekistan
2005,26.019,25.248,27.464,Venezuela
2005,24.298,19.279,27.972,Vietnam
2005,27.425,24.624,29.327,Virgin Islands
2005,27.295,20.669,32.222,Yemen
2005,22.814,18.536,26.282,Zambia
2005,22.51,16.792,25.851,Zimbabwe
2006,15.596,-0.166,28.161,Afghanistan
2006,12.977,1.822,23.107,Albania
2006,24.201,11.374,34.584,Algeria
2006,27.081,26.465,27.683,American Samoa
2006,12.834,3.566,24.003,Andorra
2006,21.947,19.548,23.597,Angola
2006,,,,Antarctica
2006,27.466,25.475,29.058,Antigua And Barbuda
2006,15.561,9.595,22.167,Argentina
2006,10.054,-5.34,25.291,Armenia
2006,28.805,26.782,30.433,Aruba
2006,8.407,-8.238,21.715,Asia
2006,22.264,14.223,29.059,Australia
2006,7.278,-6.262,19.81,Austria
2006,12.712,-1.433,26.676,Azerbaijan
2006,25.716,21.797,28.883,Bahamas
2006,27.221,14.86,36.786,Bahrain
2006,25.766,18.737,28.72,Bangladesh
2006,27.502,25.922,28.465,Barbados
2006,6.992,-8.342,20.188,Belarus
2006,11.095,0.834,22.837,Belgium
2006,25.709,22.969,27.501,Belize
2006,28.144,25.674,31.448,Benin
2006,12.854,5.505,19.011,Bhutan
2006,21.47,18.976,23.303,Bolivia
2006,11.071,-0.999,22.206,Bosnia And Herzegovina
2006,21.804,15.432,27.07,Botswana
2006,25.517,23.965,26.301,Brazil
2006,27.375,25.214,29.074,British Virgin Islands
2006,11.118,-2.194,22.229,Bulgaria
2006,28.92,25.085,32.933,Burkina Faso
2006,24.432,19.576,26.803,Burma
2006,21.066,19.673,22.688,Burundi
2006,27.414,25.431,29.146,Cambodia
2006,25.293,24.046,27.043,Cameroon
2006,-2.46,-18.206,14.085,Canada
2006,25.068,22.378,27.98,Cape Verde
2006,27.495,24.371,29.606,Cayman Islands
2006,26.205,23.924,28.792,Central African Republic
2006,28.048,21.354,31.391,Chad
2006,10.174,6.18,14.656,Chile
2006,7.948,-7.002,20.615,China
2006,25.477,25.029,25.963,Colombia
2006,26.466,24.544,28.081,Comoros
2006,25.283,24.238,26.191,Congo
2006,24.527,23.818,25.308,Congo (Democratic Republic Of The)
2006,26.515,25.552,27.378,Costa Rica
2006,12.242,-0.199,24.108,Croatia
2006,26.155,22.987,28.37,Cuba
2006,19.54,11.529,28.195,Cyprus
2006,8.865,-5.491,22.092,Czech Republic
2006,26.792,25.37,28.511,Côte D'Ivoire
2006,9.684,-0.691,20.43,Denmark
2006,29.777,25.247,34.408,Djibouti
2006,27.149,25.409,28.357,Dominica
2006,26.586,24.552,28.183,Dominican Republic
2006,22.603,21.839,23.012,Ecuador
2006,23.506,14.188,32.005,Egypt
2006,25.759,24.546,26.942,El Salvador
2006,25.785,24.101,27.012,Equatorial Guinea
2006,27.492,23.47,30.453,Eritrea
2006,6.532,-8.609,19.214,Estonia
2006,23.778,21.918,25.269,Ethiopia
2006,7.879,3.416,11.815,Faroe Islands
2006,27.389,26.717,27.814,Federated States Of Micronesia
2006,25.632,22.893,27.823,Fiji
2006,2.892,-12.048,16.196,Finland
2006,11.871,2.273,23.133,France
2006,26.835,25.453,28.117,French Polynesia
2006,25.158,23.248,26.422,Gabon
2006,28.177,24.837,30.422,Gambia
2006,19.939,10.913,28.622,Gaza Strip
2006,9.404,-3.711,22.971,Georgia
2006,9.706,-2.711,22.343,Germany
2006,27.582,25.602,29.91,Ghana
2006,15.213,4.124,26.134,Greece
2006,-17.114,-29.471,-1.154,Greenland
2006,27.744,26.448,28.677,Grenada
2006,27.429,26.755,28.446,Guam
2006,23.808,21.512,25.501,Guatemala
2006,26.121,24.06,28.921,Guinea
2006,27.352,24.91,29.526,Guinea Bissau
2006,26.821,25.753,27.986,Guyana
2006,27.222,25.301,28.692,Haiti
2006,25.59,23.279,27.686,Honduras
2006,23.536,16.599,29.062,Hong Kong
2006,10.629,-3.204,23.221,Hungary
2006,2.683,-2.282,9.204,Iceland
2006,24.732,17.759,30.238,India
2006,26.382,26.026,26.846,Indonesia
2006,19.212,4.908,30.92,Iran
2006,22.904,7.767,36.376,Iraq
2006,10.654,5.784,17.122,Ireland
2006,10.824,4.989,17.158,Isle Of Man
2006,20.409,11.54,28.802,Israel
2006,13.787,3.543,24.413,Italy
2006,27.034,24.413,28.599,Jamaica
2006,12.757,0.992,25.596,Japan
2006,20.173,8.379,30.32,Jordan
2006,6.87,-18.893,23.306,Kazakhstan
2006,24.82,23.267,26.883,Kenya
2006,27.756,26.229,28.47,Kiribati
2006,26.315,11.089,38.1,Kuwait
2006,4.917,-14.578,17.351,Kyrgyzstan
2006,24.406,19.737,27.834,Laos
2006,6.971,-7.522,20.046,Latvia
2006,18.314,9.165,27.375,Lebanon
2006,13.904,7.028,19.649,Lesotho
2006,26.183,25.002,27.298,Liberia
2006,23.315,13.053,32.5,Libya
2006,5.941,-6.392,18.415,Liechtenstein
2006,7.422,-7.296,20.668,Lithuania
2006,10.73,-0.149,23.144,Luxembourg
2006,23.302,15.905,29.154,Macau
2006,10.753,-2.337,21.646,Macedonia
2006,23.661,19.94,25.947,Madagascar
2006,22.102,18.424,24.776,Malawi
2006,26.578,25.966,27.059,Malaysia
2006,29.038,21.753,34.374,Mali
2006,19.601,12.296,26.987,Malta
2006,28.451,19.566,34.124,Mauritania
2006,24.32,21.244,26.785,Mauritius
2006,21.418,15.255,25.751,Mexico
2006,9.592,-7.033,21.636,Moldova
2006,10.455,-0.382,22.442,Monaco
2006,0.952,-19.961,18.485,Mongolia
2006,10.561,-1.588,21.836,Montenegro
2006,18.793,8.579,28.108,Morocco
2006,24.303,20.503,27.034,Mozambique
2006,20.382,15.462,24.609,Namibia
2006,16.056,7.896,21.587,Nepal
2006,10.916,1.059,21.803,Netherlands
2006,23.194,19.995,26.071,New Caledonia
2006,10.704,5.255,15.655,New Zealand
2006,26.936,25.248,28.404,Nicaragua
2006,28.291,19.459,33.937,Niger
2006,27.795,24.424,30.555,Nigeria
2006,7.94,-8.002,23.225,North Korea
2006,27.429,26.755,28.446,Northern Mariana Islands
2006,2.257,-8.382,12.577,Norway
2006,28.045,20.082,34.052,Oman
2006,21.637,9.354,30.667,Pakistan
2006,27.814,27.469,28.218,Palau
2006,27.132,26.266,27.652,Panama
2006,24.739,23.832,25.568,Papua New Guinea
2006,24.377,18.766,28.279,Paraguay
2006,20.541,19.573,21.408,Peru
2006,27.178,25.958,28.215,Philippines
2006,8.8,-7.438,22.509,Poland
2006,16.003,7.336,24.04,Portugal
2006,26.452,24.339,28.125,Puerto Rico
2006,28.071,16.617,36.894,Qatar
2006,9.469,-5.35,21.006,Romania
2006,-4.763,-28.437,15.445,Russia
2006,20.163,18.973,21.34,Rwanda
2006,26.874,24.95,28.378,Saint Kitts And Nevis
2006,27.692,26.121,28.667,Saint Lucia
2006,27.636,25.513,29.387,Saint Martin
2006,27.821,26.341,28.813,Saint Vincent And The Grenadines
2006,26.835,26.143,27.335,Samoa
2006,14.79,5.215,24.696,San Marino
2006,26.7,25.483,27.843,Sao Tome And Principe
2006,26.559,14.757,35.502,Saudi Arabia
2006,28.631,24.501,31.366,Senegal
2006,10.574,-2.749,21.938,Serbia
2006,27.47,26.684,28.616,Seychelles
2006,26.718,25.39,28.469,Sierra Leone
2006,27.328,26.318,27.907,Singapore
2006,27.636,25.513,29.387,Sint Maarten
2006,8.528,-5.713,21.022,Slovakia
2006,10.723,-2.059,22.883,Slovenia
2006,27.207,26.238,27.804,Solomon Islands
2006,27.653,25.507,29.109,Somalia
2006,17.598,11.498,23.024,South Africa
2006,12.903,0.439,26.651,South Korea
2006,15.106,5.254,25.323,Spain
2006,27.572,25.54,28.832,Sri Lanka
2006,27.729,21.654,30.874,Sudan
2006,27.046,25.926,28.385,Suriname
2006,19.267,13.822,23.639,Swaziland
2006,4.354,-7.538,16.678,Sweden
2006,8.338,-3.329,20.781,Switzerland
2006,18.744,6.174,30.814,Syria
2006,5.531,-12.021,17.534,Tajikistan
2006,23.045,21.086,24.573,Tanzania
2006,26.745,23.583,28.599,Thailand
2006,26.203,24.519,28.178,Timor Leste
2006,27.769,25.655,30.283,Togo
2006,23.816,20.599,27.094,Tonga
2006,27.07,25.627,28.14,Trinidad And Tobago
2006,21.31,9.589,31.102,Tunisia
2006,12.45,-0.431,25.819,Turkey
2006,16.51,-3.567,30.345,Turkmenistan
2006,27.446,24.75,29.749,Turks And Caicas Islands
2006,23.77,22.761,25.83,Uganda
2006,8.455,-8.282,21.021,Ukraine
2006,28.984,19.015,36.956,United Arab Emirates
2006,10.129,4.074,18.158,United Kingdom
2006,9.975,-0.574,22.911,United States
2006,18.24,12.178,24.473,Uruguay
2006,13.786,-8.12,27.921,Uzbekistan
2006,25.85,24.862,26.585,Venezuela
2006,24.523,20.088,27.724,Vietnam
2006,27.375,25.214,29.074,Virgin Islands
2006,27.175,21.346,31.711,Yemen
2006,21.784,18.023,25.47,Zambia
2006,21.619,16.609,25.465,Zimbabwe
2007,15.106,1.215,27.365,Afghanistan
2007,13.891,3.558,25.074,Albania
2007,24.065,13.037,34.341,Algeria
2007,27.452,27.022,27.94,American Samoa
2007,12.155,4.489,20.054,Andorra
2007,22.427,19.099,24.321,Angola
2007,,,,Antarctica
2007,27.509,25.712,28.922,Antigua And Barbuda
2007,14.628,6.105,21.719,Argentina
2007,9.535,-5.008,22.549,Armenia
2007,28.823,27.259,30.431,Aruba
2007,9.101,-3.942,22.066,Asia
2007,22.487,13.724,29.298,Australia
2007,7.977,-2.724,17.422,Austria
2007,12.515,1.242,24.987,Azerbaijan
2007,26.035,22.896,29.486,Bahamas
2007,27.216,14.281,36.324,Bahrain
2007,25.344,18.11,29.006,Bangladesh
2007,27.366,26.186,28.339,Barbados
2007,7.928,-7.54,19.604,Belarus
2007,11.146,3.117,17.605,Belgium
2007,25.859,23.474,27.765,Belize
2007,28.071,25.679,31.516,Benin
2007,12.7,4.831,18.502,Bhutan
2007,21.129,17.331,23.022,Bolivia
2007,12.002,0.427,23.12,Bosnia And Herzegovina
2007,22.401,14.909,27.169,Botswana
2007,25.668,24.199,26.689,Brazil
2007,27.47,25.681,29.014,British Virgin Islands
2007,12.314,0.514,24.623,Bulgaria
2007,28.983,24.817,32.798,Burkina Faso
2007,24.16,19.159,26.943,Burma
2007,20.581,19.815,21.464,Burundi
2007,27.242,25.091,29.329,Cambodia
2007,25.21,23.928,27.636,Cameroon
2007,-4.061,-20.78,14.556,Canada
2007,24.794,23.002,27.542,Cape Verde
2007,27.624,26.047,29.939,Cayman Islands
2007,26.068,24.563,29.049,Central African Republic
2007,27.86,20.628,32.095,Chad
2007,9.49,4.288,14.574,Chile
2007,8.127,-6.791,20.174,China
2007,25.494,24.859,26.757,Colombia
2007,26.605,24.724,27.95,Comoros
2007,25.23,24.217,27.055,Congo
2007,24.385,23.472,25.509,Congo (Democratic Republic Of The)
2007,26.383,25.268,27.439,Costa Rica
2007,13.067,1.559,23.878,Croatia
2007,26.28,24.401,28.624,Cuba
2007,19.945,11.562,28.592,Cyprus
2007,9.601,-0.466,18.931,Czech Republic
2007,26.945,25.347,29.27,Côte D'Ivoire
2007,9.764,2.405,17.281,Denmark
2007,29.786,25.011,33.63,Djibouti
2007,27.094,25.471,28.36,Dominica
2007,26.626,24.814,28.578,Dominican Republic
2007,22.36,21.631,23.375,Ecuador
2007,23.584,13.277,31.556,Egypt
2007,25.475,23.99,27.188,El Salvador
2007,25.774,24.259,27.468,Equatorial Guinea
2007,27.485,22.592,31.034,Eritrea
2007,6.831,-9.376,18.623,Estonia
2007,23.724,22.301,25.465,Ethiopia
2007,7.551,4.644,10.854,Faroe Islands
2007,27.463,26.928,27.828,Federated States Of Micronesia
2007,26.055,24.775,27.438,Fiji
2007,3.092,-14.805,15.356,Finland
2007,11.572,3.556,18.33,France
2007,26.813,25.649,28.207,French Polynesia
2007,25.064,23.445,26.709,Gabon
2007,28.365,25.199,31.049,Gambia
2007,20.285,10.629,28.696,Gaza Strip
2007,9.526,-0.616,21.146,Georgia
2007,9.998,1.379,17.801,Germany
2007,27.628,25.443,30.5,Ghana
2007,16.083,6.315,27.227,Greece
2007,-17.074,-29.051,-0.652,Greenland
2007,27.591,26.503,28.539,Grenada
2007,27.402,26.518,28.591,Guam
2007,23.819,21.675,25.783,Guatemala
2007,26.317,24.497,29.085,Guinea
2007,27.518,25.282,29.935,Guinea Bissau
2007,26.709,25.868,27.306,Guyana
2007,27.288,25.646,29.356,Haiti
2007,25.383,23.183,27.416,Honduras
2007,23.572,16.005,29.632,Hong Kong
2007,11.707,-0.861,22.995,Hungary
2007,2.561,-3.283,9.04,Iceland
2007,24.65,17.785,30.524,India
2007,26.293,25.869,26.808,Indonesia
2007,18.74,5.05,30.424,Iran
2007,23.015,7.544,35.665,Iraq
2007,10.843,6.512,15.028,Ireland
2007,10.809,6.639,14.841,Isle Of Man
2007,20.702,11.272,28.754,Israel
2007,14.073,5.175,23.432,Italy
2007,27.014,25.791,28.536,Jamaica
2007,13.192,3.051,25.51,Japan
2007,20.44,8.814,30.023,Jordan
2007,7.155,-10.577,23.867,Kazakhstan
2007,24.789,23.023,26.527,Kenya
2007,27.295,26.113,28.166,Kiribati
2007,26.331,11.137,37.45,Kuwait
2007,5.053,-9.829,17.168,Kyrgyzstan
2007,24.211,19.082,27.863,Laos
2007,7.279,-8.44,18.719,Latvia
2007,18.755,8.867,27.676,Lebanon
2007,14.525,7.434,20.385,Lesotho
2007,26.29,24.992,27.979,Liberia
2007,23.326,13.271,31.361,Libya
2007,6.279,-3.547,14.824,Liechtenstein
2007,7.854,-6.789,18.78,Lithuania
2007,10.762,2.339,17.76,Luxembourg
2007,23.336,15.248,29.575,Macau
2007,11.906,-0.175,24.324,Macedonia
2007,23.65,20.449,25.851,Madagascar
2007,22.098,18.084,25.279,Malawi
2007,26.496,25.797,27.259,Malaysia
2007,29.202,21.951,34.508,Mali
2007,19.75,14.173,27.5,Malta
2007,28.452,20.789,34.066,Mauritania
2007,24.284,21.637,27.188,Mauritius
2007,21.079,14.467,25.431,Mexico
2007,11.359,-0.951,24.56,Moldova
2007,10.411,1.286,19.379,Monaco
2007,2.076,-18.604,20.716,Mongolia
2007,11.595,-0.009,23.406,Montenegro
2007,18.42,10.246,27.902,Morocco
2007,24.224,19.875,26.825,Mozambique
2007,21.181,14.977,25.256,Namibia
2007,15.657,6.735,21.961,Nepal
2007,11.014,3.716,17.276,Netherlands
2007,23.743,20.497,26.361,New Caledonia
2007,11.085,6.135,15.547,New Zealand
2007,26.823,25.306,28.33,Nicaragua
2007,28.412,18.927,33.952,Niger
2007,27.69,24.253,31.323,Nigeria
2007,8.511,-6.322,22.26,North Korea
2007,27.402,26.518,28.591,Northern Mariana Islands
2007,1.752,-8.536,11.609,Norway
2007,28.363,19.581,34.597,Oman
2007,21.691,9.876,29.962,Pakistan
2007,27.843,27.588,28.236,Palau
2007,27.059,26.047,28.164,Panama
2007,24.883,23.834,25.467,Papua New Guinea
2007,23.727,16.791,27.893,Paraguay
2007,20.192,18.883,21.567,Peru
2007,27.162,25.788,28.3,Philippines
2007,9.418,-0.444,19.077,Poland
2007,15.241,8.738,21.924,Portugal
2007,26.618,24.862,28.238,Puerto Rico
2007,28.17,16.144,36.728,Qatar
2007,10.868,-1.667,23.048,Romania
2007,-2.975,-23.872,16.252,Russia
2007,19.763,19.122,20.209,Rwanda
2007,26.965,25.297,28.277,Saint Kitts And Nevis
2007,27.583,26.358,28.544,Saint Lucia
2007,27.685,25.844,29.108,Saint Martin
2007,27.717,26.549,28.608,Saint Vincent And The Grenadines
2007,27.149,26.763,27.498,Samoa
2007,15.371,7.271,24.477,San Marino
2007,26.709,25.645,27.999,Sao Tome And Principe
2007,26.683,14.202,35.203,Saudi Arabia
2007,28.817,25.127,32.336,Senegal
2007,11.746,-0.828,23.651,Serbia
2007,27.713,26.996,29.008,Seychelles
2007,26.837,25.197,28.949,Sierra Leone
2007,27.13,26.244,28.052,Singapore
2007,27.685,25.844,29.108,Sint Maarten
2007,9.479,-1.519,19.846,Slovakia
2007,11.463,0.243,21.54,Slovenia
2007,27.321,26.694,28.102,Solomon Islands
2007,27.873,25.707,29.595,Somalia
2007,17.986,11.006,23.813,South Africa
2007,13.293,0.953,26.141,South Korea
2007,14.241,6.56,22.982,Spain
2007,27.557,25.884,29.23,Sri Lanka
2007,27.648,21.213,31.944,Sudan
2007,26.909,26.113,27.611,Suriname
2007,19.615,14.424,24.085,Swaziland
2007,4.081,-8.404,14.852,Sweden
2007,8.553,-0.996,16.705,Switzerland
2007,19.042,5.701,31.129,Syria
2007,5.441,-8.978,17.356,Tajikistan
2007,22.926,20.991,24.475,Tanzania
2007,26.637,23.528,28.95,Thailand
2007,26.478,24.33,28.103,Timor Leste
2007,27.864,25.633,30.978,Togo
2007,24.179,22.203,26.197,Tonga
2007,26.898,25.679,28.26,Trinidad And Tobago
2007,21.155,11.578,31.116,Tunisia
2007,12.815,1.05,24.892,Turkey
2007,16.302,1.999,30.373,Turkmenistan
2007,27.598,25.487,30.129,Turks And Caicas Islands
2007,23.491,22.15,24.997,Uganda
2007,10.055,-2.637,22.325,Ukraine
2007,29.156,18.093,37.003,United Arab Emirates
2007,10.021,5.014,14.852,United Kingdom
2007,9.838,-2.959,22.352,United States
2007,17.516,8.821,24.461,Uruguay
2007,13.928,-1.356,28.591,Uzbekistan
2007,25.854,25.168,26.654,Venezuela
2007,24.302,19.406,27.865,Vietnam
2007,27.47,25.681,29.014,Virgin Islands
2007,27.311,19.911,32.343,Yemen
2007,21.839,17.759,24.751,Zambia
2007,21.604,15.947,24.703,Zimbabwe
2008,15.217,-4.553,28.409,Afghanistan
2008,13.955,4.415,24.459,Albania
2008,23.95,11.936,35.102,Algeria
2008,26.995,26.221,27.421,American Samoa
2008,11.979,3.955,20.493,Andorra
2008,22.287,19.345,24.934,Angola
2008,,,,Antarctica
2008,26.965,25.285,29.041,Antigua And Barbuda
2008,15.476,7.417,22.073,Argentina
2008,9.707,-9.116,23.415,Armenia
2008,28.45,26.844,30.203,Aruba
2008,8.765,-7.689,22.037,Asia
2008,22.226,14.784,29.258,Australia
2008,7.802,-1.201,16.695,Austria
2008,12.366,-4.734,25.109,Azerbaijan
2008,25.9,22.495,29.332,Bahamas
2008,27.033,14.318,36.62,Bahrain
2008,25.39,18.462,28.886,Bangladesh
2008,27.004,25.411,28.469,Barbados
2008,8.131,-2.613,18.572,Belarus
2008,10.505,1.955,18.152,Belgium
2008,25.525,22.827,28.079,Belize
2008,27.691,25.194,31.014,Benin
2008,12.456,4.835,18.209,Bhutan
2008,21.189,16.545,24.508,Bolivia
2008,12.057,2.516,21.961,Bosnia And Herzegovina
2008,22.311,15.736,26.942,Botswana
2008,25.41,23.674,26.678,Brazil
2008,26.924,25.118,28.997,British Virgin Islands
2008,11.988,-1.056,23.571,Bulgaria
2008,28.49,22.99,32.451,Burkina Faso
2008,24.176,19.571,27.283,Burma
2008,20.568,19.781,21.6,Burundi
2008,26.897,24.48,29.098,Cambodia
2008,25.121,24.158,26.545,Cameroon
2008,-4.295,-21.804,13.644,Canada
2008,24.97,22.723,27.908,Cape Verde
2008,27.377,25.125,29.652,Cayman Islands
2008,25.969,24.575,28.585,Central African Republic
2008,27.703,20.901,31.736,Chad
2008,10.163,5.312,14.961,Chile
2008,7.566,-8.9,20.28,China
2008,25.154,24.792,25.634,Colombia
2008,26.188,24.358,27.535,Comoros
2008,25.292,24.079,25.988,Congo
2008,24.341,23.294,24.894,Congo (Democratic Republic Of The)
2008,26.056,25.276,27.023,Costa Rica
2008,12.977,3.572,22.736,Croatia
2008,26.055,23.545,28.464,Cuba
2008,20.145,10.161,28.801,Cyprus
2008,9.415,0.899,18.567,Czech Republic
2008,26.758,25.215,28.784,Côte D'Ivoire
2008,9.73,2.61,18.205,Denmark
2008,29.339,24.898,34.047,Djibouti
2008,26.665,24.942,28.477,Dominica
2008,26.199,23.907,28.356,Dominican Republic
2008,22.224,21.986,22.555,Ecuador
2008,23.908,12.687,31.696,Egypt
2008,25.248,24.104,26.619,El Salvador
2008,25.769,24.249,26.754,Equatorial Guinea
2008,27.594,23.609,30.129,Eritrea
2008,7.268,-1.271,17.186,Estonia
2008,23.603,22.197,24.826,Ethiopia
2008,7.507,3.882,11.98,Faroe Islands
2008,27.321,27.063,27.501,Federated States Of Micronesia
2008,25.73,24.029,27.062,Fiji
2008,3.201,-5.217,14.594,Finland
2008,11.201,3.021,19.056,France
2008,26.484,25.354,27.409,French Polynesia
2008,25.128,23.459,25.978,Gabon
2008,28.346,24.838,31.293,Gambia
2008,20.526,8.537,29.039,Gaza Strip
2008,9.309,-5.683,21.207,Georgia
2008,9.642,0.914,18.456,Germany
2008,27.368,25.511,29.865,Ghana
2008,16.055,6.012,26.537,Greece
2008,-17.39,-32.063,-0.053,Greenland
2008,27.364,25.959,28.525,Grenada
2008,27.484,26.861,27.993,Guam
2008,23.482,21.153,25.883,Guatemala
2008,26.288,24.173,29.073,Guinea
2008,27.584,25.291,30.018,Guinea Bissau
2008,26.619,25.72,27.824,Guyana
2008,26.927,24.858,29.052,Haiti
2008,25.108,22.843,27.489,Honduras
2008,22.902,13.129,28.721,Hong Kong
2008,11.531,0.898,21.279,Hungary
2008,2.313,-3.047,9.82,Iceland
2008,24.406,17.248,30.079,India
2008,26.065,25.6,26.419,Indonesia
2008,18.905,1.113,31.144,Iran
2008,23.118,5.791,36.113,Iraq
2008,10.159,5.354,15.401,Ireland
2008,10.237,6.292,15.204,Isle Of Man
2008,20.93,9.4,29.132,Israel
2008,13.881,5.887,23.41,Italy
2008,26.622,25.093,28.143,Jamaica
2008,12.875,1.211,24.062,Japan
2008,20.573,6.674,30.333,Jordan
2008,7.029,-18.815,25.209,Kazakhstan
2008,24.65,22.914,26.015,Kenya
2008,26.961,25.514,27.849,Kiribati
2008,26.267,10.467,37.671,Kuwait
2008,4.578,-17.164,18.232,Kyrgyzstan
2008,23.632,18.271,26.737,Laos
2008,7.681,-1.444,17.806,Latvia
2008,18.957,6.699,27.987,Lebanon
2008,14.428,7.616,19.771,Lesotho
2008,26.297,25.015,27.761,Liberia
2008,23.474,11.925,31.724,Libya
2008,5.942,-3.444,14.693,Liechtenstein
2008,8.175,-0.904,17.95,Lithuania
2008,10.129,1.359,18.282,Luxembourg
2008,22.589,12.252,28.663,Macau
2008,11.924,0.297,23.397,Macedonia
2008,23.332,19.831,25.977,Madagascar
2008,21.823,18.077,25.571,Malawi
2008,26.254,25.822,26.909,Malaysia
2008,28.95,19.715,34.34,Mali
2008,19.818,13.112,27.364,Malta
2008,28.395,19.491,33.618,Mauritania
2008,24.189,21.073,26.557,Mauritius
2008,21.085,15.258,25.837,Mexico
2008,10.744,-2.214,22.681,Moldova
2008,9.974,0.682,19.515,Monaco
2008,1.116,-23.697,19.642,Mongolia
2008,11.628,1.28,22.339,Montenegro
2008,18.382,9.388,27.533,Morocco
2008,24.031,20.342,27.134,Mozambique
2008,21.021,15.517,24.382,Namibia
2008,15.409,7.075,20.686,Nepal
2008,10.415,2.293,18.023,Netherlands
2008,23.663,20.919,26.512,New Caledonia
2008,11.172,6.58,16.605,New Zealand
2008,26.389,24.975,27.937,Nicaragua
2008,27.901,17.114,34.114,Niger
2008,27.326,23.874,30.387,Nigeria
2008,8.3,-8.385,22.237,North Korea
2008,27.484,26.861,27.993,Northern Mariana Islands
2008,1.642,-5.941,12.034,Norway
2008,27.752,20.017,34.889,Oman
2008,21.535,7.382,30.615,Pakistan
2008,27.626,27.361,27.876,Palau
2008,26.801,25.812,27.727,Panama
2008,24.776,23.974,25.525,Papua New Guinea
2008,23.818,16.898,28.068,Paraguay
2008,20.226,18.801,21.034,Peru
2008,26.876,25.663,27.659,Philippines
2008,9.469,0.589,19.084,Poland
2008,15.27,8.677,22.032,Portugal
2008,26.098,24.163,28.274,Puerto Rico
2008,27.865,16.142,36.946,Qatar
2008,10.461,-2.255,21.641,Romania
2008,-3.305,-23.904,15.835,Russia
2008,19.731,18.883,20.492,Rwanda
2008,26.392,24.773,28.317,Saint Kitts And Nevis
2008,27.209,25.636,28.684,Saint Lucia
2008,27.14,25.362,29.22,Saint Martin
2008,27.382,25.873,28.75,Saint Vincent And The Grenadines
2008,26.671,25.937,27.078,Samoa
2008,15.208,7.422,24.377,San Marino
2008,26.595,25.426,27.733,Sao Tome And Principe
2008,26.478,14.446,35.644,Saudi Arabia
2008,28.796,24.575,32.438,Senegal
2008,11.666,0.163,22.235,Serbia
2008,27.377,26.521,28.379,Seychelles
2008,26.979,25.533,28.984,Sierra Leone
