Year,AverageTemperature,MinimumTemperature,MaximumTemperature,State,Country
2006,10.364,0.401,17.131,Himachal Pradesh,India
2006,16.844,3.367,28.438,Hubei,China
2006,17.724,5.632,28.432,Hunan,China
2006,6.432,-4.679,21.068,Idaho,United States
2006,12.577,-0.439,25.593,Illinois,United States
2006,12.419,0.039,24.923,Indiana,United States
2006,8.982,-6.218,23.44,Ingush,Russia
2006,10.798,-3.412,25.22,Iowa,United States
2006,-5.376,-30.635,16.772,Irkutsk,Russia
2006,4.281,-15.259,18.57,Ivanovo,Russia
2006,4.432,-8.537,14.097,Jammu And Kashmir,India
2006,25.785,17.938,31.111,Jharkhand,India
2006,16.238,3.2,28.539,Jiangsu,China
2006,18.499,7.314,29.16,Jiangxi,China
2006,5.208,-16.01,22.401,Jilin,China
2006,8.761,-6.449,23.538,Kabardin Balkar,Russia
2006,8.08,-7.554,21.285,Kaliningrad,Russia
2006,10.749,-10.464,27.683,Kalmyk,Russia
2006,5.334,-13.207,17.897,Kaluga,Russia
2006,-1.304,-16.615,13.421,Kamchatka,Russia
2006,14.071,1.468,27.814,Kansas,United States
2006,9.59,-5.771,24.275,Karachay Cherkess,Russia
2006,2.331,-14.978,15.507,Karelia,Russia
2006,26.203,23.389,29.853,Karnataka,India
2006,0.265,-25.016,17.73,Kemerovo,Russia
2006,14.111,2.322,25.713,Kentucky,United States
2006,26.903,26.056,29.111,Kerala,India
2006,-5.566,-29.568,15.727,Khabarovsk,Russia
2006,-1.519,-24.88,15.933,Khakass,Russia
2006,-3.318,-31.972,17.14,Khanty Mansiy,Russia
2006,2.425,-17.804,18.821,Kirov,Russia
2006,-2.026,-22.649,15.106,Komi,Russia
2006,1.225,-20.174,18.354,Komi Permyak,Russia
2006,-5.224,-23.009,12.099,Koryak,Russia
2006,3.213,-15.794,18.309,Kostroma,Russia
2006,11.285,-5.468,26.153,Krasnodar,Russia
2006,-4.047,-32.737,17.765,Krasnoyarsk,Russia
2006,2.534,-23.669,20.253,Kurgan,Russia
2006,6.432,-11.378,19.843,Kursk,Russia
2006,4.647,-13.096,16.849,Leningrad,Russia
2006,8.693,-9.331,24.137,Liaoning,China
2006,5.759,-13.727,19.987,Lipetsk,Russia
2006,20.228,10.794,29.057,Louisiana,United States
2006,26.124,18.375,33.901,Madhya Pradesh,India
2006,-10.04,-33.784,12.726,Maga Buryatdan,Russia
2006,26.61,21.754,32.293,Maharashtra,India
2006,6.803,-7.181,20.406,Maine,United States
2006,22.064,14.947,26.012,Manipur,India
2006,0.146,-18.879,17.218,Manitoba,Canada
2006,3.686,-16.167,19.569,Mariy El,Russia
2006,13.737,2.503,25.42,Maryland,United States
2006,9.739,-2.665,22.603,Massachusetts,United States
2006,26.275,24.995,27.335,Mato Grosso,Brazil
2006,24.537,20.531,26.721,Mato Grosso Do Sul,Brazil
2006,24.423,17.383,28.345,Meghalaya,India
2006,8.637,-5.015,22.044,Michigan,United States
2006,22.577,19.46,24.974,Minas Gerais,Brazil
2006,7.096,-10.477,23.164,Minnesota,United States
2006,18.774,8.142,28.962,Mississippi,United States
2006,14.111,1.255,26.704,Missouri,United States
2006,24.153,17.701,26.847,Mizoram,India
2006,6.911,-5.079,21.958,Montana,United States
2006,4.644,-15.067,19.462,Mordovia,Russia
2006,4.911,-14.404,17.616,Moscow City,Russia
2006,4.878,-14.659,17.915,Moskva,Russia
2006,0.165,-12.764,11.914,Murmansk,Russia
2006,22.293,15.248,26.895,Nagaland,India
2006,10.915,-2.207,25.934,Nebraska,United States
2006,4.578,-15.763,21.802,Nei Mongol,China
2006,-4.061,-20.671,10.833,Nenets,Russia
2006,10.466,-0.891,24.808,Nevada,United States
2006,6.236,-8.295,19.978,New Brunswick,Canada
2006,7.894,-5.395,21.524,New Hampshire,United States
2006,12.52,0.815,24.688,New Jersey,United States
2006,12.835,1.223,24.017,New Mexico,United States
2006,18.334,9.714,28.15,New South Wales,Australia
2006,9.286,-3.521,22.479,New York,United States
2006,0.99,-14.277,14.542,Newfoundland And Labrador,Canada
2006,9.313,-7.249,23.141,Ningxia Hui,China
2006,4.213,-15.04,19.278,Nizhegorod,Russia
2006,15.864,5.79,26.223,North Carolina,United States
2006,6.914,-9.095,23.739,North Dakota,United States
2006,8.044,-6.039,22.157,North Ossetia,Russia
2006,25.016,16.791,30.744,Northern Territory,Australia
2006,-6.246,-26.185,12.792,Northwest Territories,Canada
2006,8.085,-4.027,19.642,Nova Scotia,Canada
2006,4.933,-13.359,17.663,Novgorod,Russia
2006,0.946,-28.571,20.485,Novosibirsk,Russia
2006,-10.448,-28.752,8.368,Nunavut,Canada
2006,11.903,-0.143,24.14,Ohio,United States
2006,17.108,5.224,29.335,Oklahoma,United States
2006,0.748,-28.58,19.998,Omsk,Russia
2006,2.678,-15.864,18.451,Ontario,Canada
2006,8.96,0.419,20.709,Oregon,United States
2006,5.824,-12.635,19.091,Orel,Russia
2006,4.844,-19.622,22.098,Orenburg,Russia
2006,26.537,20.711,30.903,Orissa,India
2006,10.932,-1.018,23.298,Pennsylvania,United States
2006,5.034,-14.945,19.999,Penza,Russia
2006,0.805,-22.234,18.16,Perm',Russia
2006,26.233,23.7,28.136,Pernambuco,Brazil
2006,2.672,-17.939,20.963,Primor'Ye,Russia
2006,7.501,-5.792,20.313,Prince Edward Island,Canada
2006,5.906,-10.83,18.729,Pskov,Russia
2006,27.844,25.23,30.082,Puducherry,India
2006,24.509,13.126,33.06,Punjab,India
2006,-0.429,-13.402,11.865,Qinghai,China
2006,23.813,16.677,30.552,Queensland,Australia
2006,26.693,16.766,35.181,Rajasthan,India
2006,10.989,-0.641,23.082,Rhode Island,United States
2006,22.698,20.204,26.074,Rio De Janeiro,Brazil
2006,27.927,26.567,29.073,Rio Grande Do Norte,Brazil
2006,19.915,14.701,25.497,Rio Grande Do Sul,Brazil
2006,26.604,25.504,27.667,Roraima,Brazil
2006,9.492,-10.971,26.057,Rostov,Russia
2006,4.947,-15.071,19.025,Ryazan',Russia
2006,-11.976,-39.424,14.213,Sakha,Russia
2006,0.719,-14.534,17.305,Sakhalin,Russia
2006,4.843,-17.668,21.362,Samara,Russia
2006,19.43,15.033,23.994,Santa Catarina,Brazil
2006,6.154,-15.566,22.373,Saratov,Russia
2006,2.003,-14.392,18.618,Saskatchewan,Canada
2006,26.28,23.654,28.141,Sergipe,Brazil
2006,12.187,-2.419,25.128,Shaanxi,China
2006,14.373,-0.003,26.494,Shandong,China
2006,17.257,5.409,29.139,Shanghai,China
2006,10.493,-5.428,23.954,Shanxi,China
2006,9.205,-0.472,18.743,Sichuan,China
2006,4.368,-2.91,11.59,Sikkim,India
2006,5.489,-12.335,18.173,Smolensk,Russia
2006,20.106,10.507,30.094,South Australia,Australia
2006,18.012,8.414,27.68,South Carolina,United States
2006,9.3,-4.852,26.116,South Dakota,United States
2006,10.572,-7.931,26.817,Stavropol',Russia
2006,0.589,-24.561,18.42,Sverdlovsk,Russia
2006,5.578,-14.298,20.37,Tambov,Russia
2006,27.251,24.579,29.538,Tamil Nadu,India
2006,11.06,7.58,15.541,Tasmania,Australia
2006,3.985,-17.801,20.267,Tatarstan,Russia
2006,-12.656,-30.846,12.493,Taymyr,Russia
2006,15.169,3.61,26.499,Tennessee,United States
2006,19.59,8.874,28.901,Texas,United States
2006,12.771,-2.814,25.974,Tianjin,China
2006,26.575,25.306,28.471,Tocantins,Brazil
2006,-1.483,-32.947,19.086,Tomsk,Russia
2006,25.662,18.831,28.458,Tripura,India
2006,5.169,-14.124,18.324,Tula,Russia
2006,-5.108,-29.388,13.56,Tuva,Russia
2006,4.736,-14.341,17.429,Tver',Russia
2006,0.43,-27.655,19.303,Tyumen',Russia
2006,2.769,-19.122,19.355,Udmurt,Russia
2006,4.644,-16.559,20.627,Ul'Yanovsk,Russia
2006,-2.527,-25.17,17.296,Ust Orda Buryat,Russia
2006,9.241,-2.609,23.578,Utah,United States
2006,25.74,16.055,32.604,Uttar Pradesh,India
2006,16.048,7.577,21.647,Uttaranchal,India
2006,7.683,-5.78,21.365,Vermont,United States
2006,14.723,8.12,22.925,Victoria,Australia
2006,14.076,3.253,25.25,Virginia,United States
2006,4.65,-15.149,18.745,Vladimir,Russia
2006,7.998,-13.5,24.89,Volgograd,Russia
2006,2.934,-16.072,17.208,Vologda,Russia
2006,6.941,-12.565,22.374,Voronezh,Russia
2006,8.675,-0.769,19.816,Washington,United States
2006,25.855,18.525,29.346,West Bengal,India
2006,12.23,0.89,23.601,West Virginia,United States
2006,22.872,14.392,28.486,Western Australia,Australia
2006,8.152,-7.205,22.96,Wisconsin,United States
2006,6.428,-5.684,21.396,Wyoming,United States
2006,6.696,-14.805,21.234,Xinjiang Uygur,China
2006,-1.358,-11.582,8.673,Xizang,China
2006,-7.875,-33.009,15.009,Yamal Nenets,Russia
2006,3.943,-15.949,17.798,Yaroslavl',Russia
2006,0.736,-23.43,21.173,Yevrey,Russia
2006,-6.192,-25.231,12.191,Yukon,Canada
2006,16.538,9.51,21.863,Yunnan,China
2006,17.758,6.858,28.633,Zhejiang,China
2007,26.157,24.769,27.191,Acre,Brazil
2007,11.916,0.872,24.445,Adygey,Russia
2007,0.558,-20.905,20.503,Aga Buryat,Russia
2007,18.423,7.468,29.61,Alabama,United States
2007,25.517,23.264,27.392,Alagoas,Brazil
2007,-3.252,-19.423,13.289,Alaska,United States
2007,1.122,-15.186,18.434,Alberta,Canada
2007,3.786,-11.464,21.102,Altay,Russia
2007,26.886,26.269,27.562,Amazonas,Brazil
2007,-3.193,-25.244,17.341,Amur,Russia
2007,27.776,27.057,28.949,Andaman And Nicobar,India
2007,27.717,23.53,33.564,Andhra Pradesh,India
2007,16.853,3.101,28.04,Anhui,China
2007,16.443,3.572,28.01,Arizona,United States
2007,16.834,4.437,29.226,Arkansas,United States
2007,0.486,-18.66,14.339,Arkhangel'Sk,Russia
2007,14.573,6.816,20.694,Arunachal Pradesh,India
2007,22.511,15.082,27.486,Assam,India
2007,11.304,-4.891,27.94,Astrakhan',Russia
2007,12.925,4.902,20.009,Australian Capital Territory,Australia
2007,24.968,23.071,26.793,Bahia,Brazil
2007,3.519,-15.197,19.697,Bashkortostan,Russia
2007,10.994,-5.976,24.921,Beijing,China
2007,8.755,-6.459,22.891,Belgorod,Russia
2007,25.075,16.346,30.79,Bihar,India
2007,0.84,-11.997,13.733,British Columbia,Canada
2007,7.831,-8.635,20.411,Bryansk,Russia
2007,-3.464,-23.885,16.119,Buryat,Russia
2007,15.062,5.159,24.957,California,United States
2007,14.523,5.922,21.091,Chandigarh,India
2007,10.228,-1.265,23.135,Chechnya,Russia
2007,3.362,-14.833,19.251,Chelyabinsk,Russia
2007,26.134,19.954,33.37,Chhattisgarh,India
2007,-3.341,-25.417,16.956,Chita,Russia
2007,16.807,5.223,27.196,Chongqing,China
2007,-7.834,-29.675,13.325,Chukot,Russia
2007,5.473,-14.057,21.896,Chuvash,Russia
2007,5.908,-11.883,17.927,City Of St. Petersburg,Russia
2007,7.828,-7.095,21.032,Colorado,United States
2007,10.098,-3.877,21.513,Connecticut,United States
2007,25.998,21.2,30.923,Dadra And Nagar Haveli,India
2007,11.72,0.227,24.76,Dagestan,Russia
2007,27.387,23.113,30.704,Daman And Diu,India
2007,13.013,-1.438,24.22,Delaware,United States
2007,26.146,15.12,34.446,Delhi,India
2007,13.133,-2.353,24.944,District Of Columbia,United States
2007,23.054,20.999,25.341,Distrito Federal,Brazil
2007,-8.035,-35.929,14.663,Evenk,Russia
2007,22.588,15.241,29.073,Florida,United States
2007,19.762,9.751,29.194,Fujian,China
2007,6.728,-9.079,18.991,Gansu,China
2007,18.752,8.595,28.98,Georgia (State),United States
2007,26.44,25.004,29.461,Goa,India
2007,-1.95,-18.932,14.758,Gorno Altay,Russia
2007,21.989,12.308,29.712,Guangdong,China
2007,20.869,10.256,28.298,Guangxi,China
2007,16.112,4.431,24.369,Guizhou,China
2007,27.346,20.696,32.805,Gujarat,India
2007,24.982,18.866,29.034,Hainan,China
2007,25.289,14.02,33.648,Haryana,India
2007,23.001,20.963,24.575,Hawaii,United States
2007,11,-5.609,24.593,Hebei,China
2007,3.23,-15.844,21.393,Heilongjiang,China
2007,15.305,1.42,26.158,Henan,China
2007,10.262,0.383,17.724,Himachal Pradesh,India
2007,16.795,3.739,27.43,Hubei,China
2007,17.778,4.85,28.589,Hunan,China
2007,6.739,-7.128,22.079,Idaho,United States
2007,12.372,-5.415,26.195,Illinois,United States
2007,12.359,-6.179,25.716,Indiana,United States
2007,9.266,-1.742,21.667,Ingush,Russia
2007,10.01,-8.481,24.244,Iowa,United States
2007,-2.578,-20.397,16.68,Irkutsk,Russia
2007,5.667,-13.91,20.436,Ivanovo,Russia
2007,4.437,-7.533,13.8,Jammu And Kashmir,India
2007,25.386,17.674,31.697,Jharkhand,India
2007,16.41,2.876,28.126,Jiangsu,China
2007,18.74,5.832,29.962,Jiangxi,China
2007,6.284,-12.131,22.093,Jilin,China
2007,9.205,-1.909,22.034,Kabardin Balkar,Russia
2007,8.527,-4.27,18.851,Kaliningrad,Russia
2007,11.793,-3.071,27.767,Kalmyk,Russia
2007,6.788,-11.004,19.841,Kaluga,Russia
2007,-1.277,-15.626,11.738,Kamchatka,Russia
2007,13.084,-2.746,27.945,Kansas,United States
2007,10.25,-0.823,22.882,Karachay Cherkess,Russia
2007,3.127,-16.888,16.182,Karelia,Russia
2007,26.264,23.781,30.068,Karnataka,India
2007,2.171,-12.268,19.616,Kemerovo,Russia
2007,14.568,-1.339,27.661,Kentucky,United States
2007,26.953,25.636,29.152,Kerala,India
2007,-4.4,-25.785,15.146,Khabarovsk,Russia
2007,0.394,-15.409,18.271,Khakass,Russia
2007,-0.289,-24.801,20.481,Khanty Mansiy,Russia
2007,3.506,-16.923,19.014,Kirov,Russia
2007,0.264,-22.015,18.476,Komi,Russia
2007,2.559,-18.252,19.377,Komi Permyak,Russia
2007,-3.786,-20.169,12.17,Koryak,Russia
2007,4.41,-15.758,19.064,Kostroma,Russia
2007,12.5,0.779,25.758,Krasnodar,Russia
2007,-1.214,-21.639,18.816,Krasnoyarsk,Russia
2007,3.568,-15.947,20.585,Kurgan,Russia
2007,8.041,-7.988,21.619,Kursk,Russia
2007,5.279,-13.682,17.654,Leningrad,Russia
2007,9.451,-7.498,23.729,Liaoning,China
2007,7.455,-9.498,22.18,Lipetsk,Russia
2007,20.021,9.911,29.323,Louisiana,United States
2007,25.971,18.311,33.985,Madhya Pradesh,India
2007,-8.713,-32.813,13.206,Maga Buryatdan,Russia
2007,26.773,22.194,32.901,Maharashtra,India
2007,5.081,-11.06,18.268,Maine,United States
2007,21.601,14.232,26.167,Manipur,India
2007,-1.799,-21.905,18.29,Manitoba,Canada
2007,4.783,-15.089,20.729,Mariy El,Russia
2007,13.331,-1.587,24.814,Maryland,United States
2007,8.638,-6.026,20.777,Massachusetts,United States
2007,26.435,25.284,28.22,Mato Grosso,Brazil
2007,24.588,19.892,26.869,Mato Grosso Do Sul,Brazil
2007,24.025,16.711,28.41,Meghalaya,India
2007,8.096,-8.964,20.756,Michigan,United States
2007,22.991,20.332,24.782,Minas Gerais,Brazil
2007,5.994,-13.342,21.765,Minnesota,United States
2007,18.851,8.104,29.679,Mississippi,United States
2007,13.76,-1.679,27.987,Missouri,United States
2007,23.723,17.056,27.122,Mizoram,India
2007,6.727,-5.977,23.112,Montana,United States
2007,6.049,-12.425,22.06,Mordovia,Russia
2007,6.427,-11.949,19.571,Moscow City,Russia
2007,6.392,-12.231,19.927,Moskva,Russia
2007,0.962,-16.748,12.907,Murmansk,Russia
2007,21.93,14.602,26.648,Nagaland,India
2007,10.298,-5.605,25.165,Nebraska,United States
2007,5.451,-14.216,22.313,Nei Mongol,China
2007,-1.591,-21.449,14.319,Nenets,Russia
2007,10.845,-2.908,25.112,Nevada,United States
2007,4.449,-11.294,18.679,New Brunswick,Canada
2007,6.446,-9.552,19.213,New Hampshire,United States
2007,11.736,-3.201,23.073,New Jersey,United States
2007,12.487,-0.843,23.53,New Mexico,United States
2007,18.553,9.331,26.349,New South Wales,Australia
2007,8.206,-8.19,20.725,New York,United States
2007,-0.957,-14.761,14.331,Newfoundland And Labrador,Canada
2007,8.939,-7.038,21.403,Ningxia Hui,China
2007,5.56,-13.787,21.293,Nizhegorod,Russia
2007,16.218,4.184,27.405,North Carolina,United States
2007,5.77,-13.257,23.323,North Dakota,United States
2007,8.336,-2.157,20.501,North Ossetia,Russia
2007,25.273,16.015,30.596,Northern Territory,Australia
2007,-8.304,-28.015,14.589,Northwest Territories,Canada
2007,6.388,-6.905,18.498,Nova Scotia,Canada
2007,5.68,-13.357,18.225,Novgorod,Russia
2007,2.587,-15.125,20.416,Novosibirsk,Russia
2007,-12.416,-28.705,9.456,Nunavut,Canada
2007,11.647,-6.592,24.421,Ohio,United States
2007,15.931,1.888,28.658,Oklahoma,United States
2007,2.466,-16.76,19.984,Omsk,Russia
2007,1.213,-18.533,17.58,Ontario,Canada
2007,8.896,-1.116,20.999,Oregon,United States
2007,7.421,-9.426,21.118,Orel,Russia
2007,4.918,-15.7,22.617,Orenburg,Russia
2007,26.477,20.789,32.049,Orissa,India
2007,10.247,-6.214,22.249,Pennsylvania,United States
2007,6.349,-11.582,22.758,Penza,Russia
2007,2.141,-18.529,19.164,Perm',Russia
2007,26.196,24.227,28.028,Pernambuco,Brazil
2007,3.591,-12.624,19.943,Primor'Ye,Russia
2007,5.707,-8.699,19.259,Prince Edward Island,Canada
2007,6.49,-11.298,18.468,Pskov,Russia
2007,27.884,25.433,31.196,Puducherry,India
2007,24.366,12.719,32.876,Punjab,India
2007,-0.799,-14.833,10.954,Qinghai,China
2007,23.686,15.129,28.739,Queensland,Australia
2007,26.688,16.713,34.341,Rajasthan,India
2007,10.051,-3.818,21.481,Rhode Island,United States
2007,22.921,20.338,25.796,Rio De Janeiro,Brazil
2007,27.635,26.412,29.064,Rio Grande Do Norte,Brazil
2007,19.461,11.689,24.748,Rio Grande Do Sul,Brazil
2007,26.636,25.721,27.764,Roraima,Brazil
2007,10.978,-3.18,26.4,Rostov,Russia
2007,6.637,-11.677,21.729,Ryazan',Russia
2007,-10.276,-36.983,13.365,Sakha,Russia
2007,0.8,-13.681,15.797,Sakhalin,Russia
2007,5.51,-14.286,22.774,Samara,Russia
2007,19.332,12.877,23.694,Santa Catarina,Brazil
2007,7.2,-11.656,24.734,Saratov,Russia
2007,0.557,-19.19,20.105,Saskatchewan,Canada
2007,26.172,24.201,27.842,Sergipe,Brazil
2007,11.948,-2.113,23.36,Shaanxi,China
2007,14.478,-0.076,26.085,Shandong,China
2007,17.477,5.224,28.559,Shanghai,China
2007,10.458,-5.331,22.966,Shanxi,China
2007,8.929,-1.643,17.511,Sichuan,China
2007,4.205,-4.027,10.808,Sikkim,India
2007,6.653,-11.068,19.109,Smolensk,Russia
2007,20.363,10.424,28.955,South Australia,Australia
2007,18.379,7.693,29.175,South Carolina,United States
2007,8.565,-8.966,25.14,South Dakota,United States
2007,11.431,-1.214,25.832,Stavropol',Russia
2007,2.35,-18.884,19.947,Sverdlovsk,Russia
2007,7.211,-9.901,22.772,Tambov,Russia
2007,27.291,24.648,30.441,Tamil Nadu,India
2007,12.091,6.834,17.786,Tasmania,Australia
2007,4.678,-14.648,21.095,Tatarstan,Russia
2007,-11.461,-38.244,10.13,Taymyr,Russia
2007,15.723,2.095,28.454,Tennessee,United States
2007,18.338,5.734,28.031,Texas,United States
2007,13.225,-2.745,26.362,Tianjin,China
2007,27.029,25.286,28.831,Tocantins,Brazil
2007,1.071,-19.576,20.142,Tomsk,Russia
2007,25.144,17.855,28.812,Tripura,India
2007,6.805,-11.08,20.678,Tula,Russia
2007,-3.762,-25.465,16.264,Tuva,Russia
2007,5.809,-13.256,18.622,Tver',Russia
2007,2.316,-18.505,20.342,Tyumen',Russia
2007,3.586,-16.333,19.334,Udmurt,Russia
2007,5.533,-13.215,22.333,Ul'Yanovsk,Russia
2007,-0.075,-18.72,18.372,Ust Orda Buryat,Russia
2007,9.664,-5.548,24.267,Utah,United States
2007,25.367,15.588,32.684,Uttar Pradesh,India
2007,15.757,7.033,22.808,Uttaranchal,India
2007,6.234,-10.119,18.944,Vermont,United States
2007,15.524,8.296,23.029,Victoria,Australia
2007,14.174,-0.01,25.914,Virginia,United States
2007,6.219,-12.81,21.012,Vladimir,Russia
2007,9.33,-7.64,26.238,Volgograd,Russia
2007,3.969,-16.818,17.847,Vologda,Russia
2007,8.573,-7.009,23.749,Voronezh,Russia
2007,8.302,-2.084,20.208,Washington,United States
2007,25.501,18.175,30.09,West Bengal,India
2007,12.28,-3.988,24.545,West Virginia,United States
2007,23.226,14.954,31.349,Western Australia,Australia
2007,7.49,-10.957,21.066,Wisconsin,United States
2007,6.511,-8.306,21.704,Wyoming,United States
2007,6.99,-12.17,21.387,Xinjiang Uygur,China
2007,-1.536,-12.389,7.829,Xizang,China
2007,-4.516,-30.462,17.475,Yamal Nenets,Russia
2007,5.189,-15.011,19.135,Yaroslavl',Russia
2007,2.151,-17.298,21.003,Yevrey,Russia
2007,-6.37,-25.439,12.867,Yukon,Canada
2007,16.024,8.594,21.541,Yunnan,China
2007,17.934,5.846,29.267,Zhejiang,China
2008,26.06,23.742,27.453,Acre,Brazil
2008,11.221,-3.296,23.704,Adygey,Russia
2008,-0.174,-24.856,19.481,Aga Buryat,Russia
2008,17.57,6.378,27.218,Alabama,United States
2008,25.389,22.766,27.111,Alagoas,Brazil
2008,-4.864,-20.132,10.936,Alaska,United States
2008,0.691,-19.169,15.843,Alberta,Canada
2008,3.024,-21.438,21.024,Altay,Russia
2008,26.65,25.747,27.7,Amazonas,Brazil
2008,-2.898,-29.347,18.974,Amur,Russia
2008,27.786,27.283,28.245,Andaman And Nicobar,India
2008,27.622,23.427,33.473,Andhra Pradesh,India
2008,16.037,0.963,28.025,Anhui,China
2008,15.916,4.016,27.165,Arizona,United States
2008,15.762,3.939,27.337,Arkansas,United States
2008,0.413,-9.561,13.617,Arkhangel'Sk,Russia
2008,14.265,7.174,20.303,Arunachal Pradesh,India
2008,22.429,15.346,27.006,Assam,India
2008,10.365,-10.155,26.082,Astrakhan',Russia
2008,12.094,4.804,19.868,Australian Capital Territory,Australia
2008,24.899,22.164,26.734,Bahia,Brazil
2008,4.461,-15.546,20.43,Bashkortostan,Russia
2008,10.319,-7.743,25.131,Beijing,China
2008,8.419,-7.781,21.496,Belgorod,Russia
2008,24.991,16.587,30.586,Bihar,India
2008,0.447,-14.666,12.091,British Columbia,Canada
2008,7.945,-5.194,19.421,Bryansk,Russia
2008,-4.171,-28.426,15.342,Buryat,Russia
2008,15.071,5.119,24.726,California,United States
2008,14.071,5.029,19.299,Chandigarh,India
2008,9.728,-7.182,22.844,Chechnya,Russia
2008,4.176,-16.876,20.834,Chelyabinsk,Russia
2008,25.982,19.882,33.611,Chhattisgarh,India
2008,-3.676,-29.283,17.318,Chita,Russia
2008,16.329,2.955,26.604,Chongqing,China
2008,-10.465,-30.376,9.683,Chukot,Russia
2008,6.233,-11.638,20.602,Chuvash,Russia
2008,6.407,-1.7,16.281,City Of St. Petersburg,Russia
2008,7.089,-6.491,20.797,Colorado,United States
2008,10.329,-0.379,22.814,Connecticut,United States
2008,25.511,19.743,30.333,Dadra And Nagar Haveli,India
2008,11.207,-5.658,24.332,Dagestan,Russia
2008,26.752,21.524,30.117,Daman And Diu,India
2008,13.052,2.367,24.783,Delaware,United States
2008,25.675,14.534,32.313,Delhi,India
2008,12.764,1.531,24.947,District Of Columbia,United States
2008,22.654,20.275,25.282,Distrito Federal,Brazil
2008,-8.663,-34.29,13.162,Evenk,Russia
2008,22.107,15.325,27.793,Florida,United States
2008,19.314,8.133,27.785,Fujian,China
2008,6.16,-11.948,19.703,Gansu,China
2008,18.05,7.614,26.979,Georgia (State),United States
2008,26.261,24.348,28.977,Goa,India
2008,-2.695,-26.627,14.347,Gorno Altay,Russia
2008,21.303,10.548,28.314,Guangdong,China
2008,20.074,8.518,27.34,Guangxi,China
2008,15.55,3.233,24.144,Guizhou,China
2008,26.796,19.064,31.969,Gujarat,India
2008,24.298,16.051,28.335,Hainan,China
2008,24.873,13.283,31.554,Haryana,India
2008,22.753,20.858,24.259,Hawaii,United States
2008,10.331,-7.492,24.757,Hebei,China
2008,3.113,-21.177,22.41,Heilongjiang,China
2008,14.699,-1.478,26.21,Henan,China
2008,9.846,-0.76,16.653,Himachal Pradesh,India
2008,16.23,0.792,27.204,Hubei,China
2008,17.262,2.383,27.895,Hunan,China
2008,5.509,-7.587,19.087,Idaho,United States
2008,10.842,-3.076,24.111,Illinois,United States
2008,11.1,-2.037,23.769,Indiana,United States
2008,8.845,-7.56,21.557,Ingush,Russia
2008,8.356,-7.913,23.681,Iowa,United States
2008,-3.439,-28.007,16.149,Irkutsk,Russia
2008,6.163,-8.943,19.018,Ivanovo,Russia
2008,4.053,-9.673,13.71,Jammu And Kashmir,India
2008,25.314,17.729,31.79,Jharkhand,India
2008,15.552,1.144,28.178,Jiangsu,China
2008,18.19,4.333,28.886,Jiangxi,China
2008,5.984,-16.306,22.967,Jilin,China
2008,8.698,-7.449,21.595,Kabardin Balkar,Russia
2008,8.692,-0.218,18.288,Kaliningrad,Russia
2008,10.81,-8.683,25.946,Kalmyk,Russia
2008,7.032,-6.635,18.845,Kaluga,Russia
2008,-0.456,-14.871,12.664,Kamchatka,Russia
2008,12.263,-1.171,26.449,Kansas,United States
2008,9.624,-5.741,22.16,Karachay Cherkess,Russia
2008,3.194,-6.309,15.019,Karelia,Russia
2008,26.088,23.723,29.592,Karnataka,India
2008,1.393,-21.111,18.504,Kemerovo,Russia
2008,13.285,0.764,24.598,Kentucky,United States
2008,26.864,25.795,28.43,Kerala,India
2008,-3.975,-28.208,16.795,Khabarovsk,Russia
2008,-0.453,-23.993,17.021,Khakass,Russia
2008,-0.501,-18.048,18.3,Khanty Mansiy,Russia
2008,4.343,-11.925,19.092,Kirov,Russia
2008,0.259,-12.811,17.401,Komi,Russia
2008,3.408,-12.416,18.978,Komi Permyak,Russia
2008,-4.491,-20.629,11.826,Koryak,Russia
2008,5.021,-10.3,18.484,Kostroma,Russia
2008,11.647,-3.579,24.74,Krasnodar,Russia
2008,-2.24,-26.461,16.539,Krasnoyarsk,Russia
2008,4.092,-18.273,21.761,Kurgan,Russia
2008,7.962,-6.971,20.343,Kursk,Russia
2008,5.758,-3.424,16.143,Leningrad,Russia
2008,9.044,-10.328,24.204,Liaoning,China
2008,7.52,-9.032,20.506,Lipetsk,Russia
2008,19.621,9.297,28.639,Louisiana,United States
2008,25.676,17.694,33.483,Madhya Pradesh,India
2008,-9.133,-32.257,13.075,Maga Buryatdan,Russia
2008,26.479,21.458,32.475,Maharashtra,India
2008,5.562,-7.453,19.82,Maine,United States
2008,21.718,14.44,25.726,Manipur,India
2008,-2.5,-24.588,17.176,Manitoba,Canada
2008,5.545,-11.561,19.805,Mariy El,Russia
2008,13.065,2.165,24.645,Maryland,United States
2008,8.849,-2.641,22.032,Massachusetts,United States
2008,26.192,24.554,27.776,Mato Grosso,Brazil
2008,24.302,19.823,26.83,Mato Grosso Do Sul,Brazil
2008,24.05,17.116,27.674,Meghalaya,India
2008,7.026,-7.269,20.366,Michigan,United States
2008,22.696,19.639,24.688,Minas Gerais,Brazil
2008,4.369,-13.682,20.584,Minnesota,United States
2008,17.981,6.791,28,Mississippi,United States
2008,12.263,-0.73,25.37,Missouri,United States
2008,23.933,17.307,27.6,Mizoram,India
2008,5.283,-10.105,19.354,Montana,United States
2008,6.56,-10.917,20.018,Mordovia,Russia
2008,6.759,-6.81,18.655,Moscow City,Russia
2008,6.75,-7.218,18.863,Moskva,Russia
